Year model,Car Spec,Kilometres,Seller type,Price,Transmission,Body type,Drive type,Engine,Fuel type,Fuel consumption,Colour ext / int,Registration,Rego expiry,VIN,Stock No,ANCAP Safety rating,Green overall rating,Dealer,Address,Seating capacity,Doors,Front tyre size,Front rim size,Rear tyre size,Rear rim size,Injection / Carburation,CC,Number of cylinders,Front suspension,Rear suspension,Front brakes,Rear brakes,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),CO2 level (g/km),Green house rating,Overall HxWxL,Ground clearance unladen,Wheelbase,Kerb weight,Turning circle,Rear track,Front track,Gross trailer weight braked,Make,Model,Variant,Series,Warranty when new (months),Warranty when new (kms),Service interval (months),Service interval (kms),Country of origin,Vehicle segment
2014,2014 Hyundai Accent Active RB2,"84,970km",Dealer: Used,"$13,988",Manual,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Unleaded Petrol,6.00 L / 100 km,Silver / -,1ELL595,-,KMHCT41DLEU603964,11952,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,175/70 R14,5.5x14,175/70 R14,5.5x14,,1591,4,Coil Spring;Hydraulic Double Acting Shock Absorber;MacPherson Str,Hydraulic Double Acting Shock Absorber;Torsion Bar,Disc - Ventilated,Disc,43.00,16,156 @ 4200 RPM,91 @ 6300 RPM,139.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1450mm x 1700mm x 4370mm,140 mm,2570 mm,1140 kg,10.40 m,1511 mm,1507 mm,-,Hyundai,Accent,Active,RB2,60,"999,000",12,"15,000",,
2007,2007 Toyota Camry Altise ACV40R 07 Upgrade,"162,855km",Dealer: Used,"$11,990",Automatic,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,9.90 L / 100 km,Silver / -,1CSS213,-,6T153BK400X041382,U119153,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,4,205/60 R16,6.5x16,205/60 R16,6.5x16,,2362,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Dual Link;Hydraulic Double Acting Shock,Disc - Ventilated,Disc,70.00,16,218 @ 4000 RPM,117 @ 5700 RPM,233.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1480mm x 1820mm x 4815mm,129 mm,2775 mm,1480 kg,11.80 m,1565 mm,1575 mm,-,Toyota,Camry,Altise,ACV40R 07 Upgrade,36,"100,000",9,"15,000",,
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,"23,710km",Dealer: Used,"$22,750",Auto D/SH T/Tron Spt,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"3 cyl, 1 L",Premium Unleaded Petrol,5.00 L / 100 km,White / -,1HWW379,04 Aug 2023,WVWZZZAWZMU082387,7218,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,5,185/65 R15,5.5Jx15,185/65 R15,5.5Jx15,,999,3,Coil Spring;Independent;MacPherson Strut,Coil Spring;Torsion Bar;Trailing Arm,Disc - Ventilated,Drum,40.00,12,175 @ 2000 RPM,70 @ 5000 RPM,113.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1446mm x 1751mm x 4053mm,147 mm,2548 mm,1104 kg,10.60 m,1501 mm,1521 mm,-,Volkswagen,Polo,70TSI Trendline,AW MY21,60,"999,000",12,"15,000",,
2016,2016 Mazda 3 Maxx BN MY17,"94,674km",Dealer: Used,"$19,999",Manual,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,5.90 L / 100 km,Blue / -,1GBU596,14 Aug 2023,JM0BN547610102757,416622,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,5,205/60 R16,6.5x16,205/60 R16,6.5x16,,1998,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,51.00,16,200 @ 4000 RPM,114 @ 6000 RPM,138.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1450mm x 1795mm x 4460mm,155 mm,2700 mm,1262 kg,10.60 m,1560 mm,1555 mm,-,Mazda,3,Maxx,BN MY17,36,"999,000",12,"10,000",,
2012,2012 Holden Barina Classic TK MY11,"148,797km",Dealer: Used,"$8,990",Automatic,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Unleaded Petrol,7.60 L / 100 km,Blue / Grey,1HNI667,19 Aug 2023,KL3TA69E9CB170516,2612,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Perth Cars and Commercials,"707 Albany Highway, East Victoria Park, WA",5,4,185/55 R15,6x15,185/55 R15,6x15,,1598,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Coil Spring;Gas Damper;Torsion Bar;Trailing Arm,Disc - Ventilated,Drum,45.00,16,145 @ 3600 RPM,76 @ 5800 RPM,182.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1505mm x 1710mm x 4310mm,181 mm,2480 mm,1150 kg,10.00 m,1430 mm,1450 mm,-,Holden,Barina,Classic,TK MY11,36,"100,000",12,"15,000",,
2019,2019 Mitsubishi ASX ES Adas ( 2WD) XC MY19,"69,694km",Dealer: Used,"$26,999",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.60 L / 100 km,Silver / -,1HLF351,12 Jul 2023,JMFXTGA2WKU015825,415751,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,225/55 R18,7.0x18,225/55 R18,7.0x18,,1998,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc,63.00,16,197 @ 4200 RPM,110 @ 6000 RPM,176.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1625mm x 1770mm x 4295mm,195 mm,2670 mm,1375 kg,10.60 m,1525 mm,1525 mm,-,Mitsubishi,ASX,ES Adas ( 2WD),XC MY19,60,"100,000",12,"15,000",,
2010,2010 Hyundai I30 SLX 1.6 Crdi FD MY10,"82,243km",Dealer: Used,"$14,999",Automatic,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Diesel,6.00 L / 100 km,White / -,1DIB378,26 Jul 2023,KMHDC51TMAU229495,417569,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",5,5,205/55 R16,6x16,205/55 R16,6x16,,1582,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,53.00,16,255 @ 1900 RPM,85 @ 4000 RPM,125.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1480mm x 1775mm x 4245mm,150 mm,2650 mm,1399 kg,10.30 m,1544 mm,1546 mm,-,Hyundai,I30,SLX 1.6 Crdi,FD MY10,60,"999,000",12,"15,000",,
2011,2011 Toyota Hilux SR (4X4) KUN26R MY11 Upgrade,"280,710km",Dealer: Used,"$19,990",Manual,"Ute Tray, 2 Doors, 3 Seats",4x4,"4 cyl, 3 L",Diesel,8.50 L / 100 km,White / -,1DOO483,17 Jun 2023,MR0FZ22G401046514,558,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",3,2,205 R16,6x16,205 R16,6x16,,2982,4,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,Gas Damper;Leaf Spring;Live Axle,Disc - Ventilated,Drum,76.00,16,343 @ 1400 RPM,126 @ 3600 RPM,217.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1795mm x 1760mm x 4975mm,217 mm,3085 mm,1725 kg,12.40 m,1510 mm,1510 mm,-,Toyota,Hilux,SR (4X4),KUN26R MY11 Upgrade,36,"100,000",6,"10,000",,
2010,2010 Honda Jazz GLI GE,"109,326km",Dealer: Used,"$10,999",Automatic,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.3 L",Unleaded Petrol,6.60 L / 100 km,Silver / -,1HWO599,26 Jul 2023,MRHGE6850AP020959,WA004845,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Auto Market WA,"4 Chokolich Street, Wangara, WA",5,5,175/65 R15,5.5x15,175/65 R15,5.5x15,,1339,4,Coil Spring;Hydraulic Double Acting Shock Absorber;MacPherson Str,Coil Spring;Hydraulic Double Acting Shock Absorber;Torsion Bar;Tr,Disc - Ventilated,Disc,42.00,16,127 @ 4800 RPM,73 @ 6000 RPM,157.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1525mm x 1695mm x 3900mm,150 mm,2500 mm,1110 kg,9.80 m,1475 mm,1492 mm,-,Honda,Jazz,GLI,GE,36,"100,000",6,"10,000",,
2014,2014 Mazda 3 Maxx BM,"90,958km",Dealer: Used,"$19,998",Automatic,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,5.70 L / 100 km,Grey / Black,1HFW552,08 Feb 2024,JM0BM527810158187,A31611,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,205/60 R16,6.5x16,205/60 R16,6.5x16,,1998,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,51.00,16,200 @ 4000 RPM,114 @ 6000 RPM,134.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1455mm x 1795mm x 4850mm,155 mm,2700 mm,1296 kg,10.60 m,1560 mm,1555 mm,-,Mazda,3,Maxx,BM,36,"100,000",12,"10,000",,
2019,2019 Holden Commodore RS-V (5YR) ZB,"99,084km",Dealer: Used,"$28,880",Automatic,"WAGON, 4 Doors, 5 Seats",All Wheel Drive,"6 cyl, 3.6 L",Premium Unleaded Petrol,9.10 L / 100 km,White / Black,1GSJ955,30 Jul 2023,W0VZS8ED7J1175231,7170,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,245/45 R18,8.5x18,245/45 R18,8.5x18,,3649,6,MacPherson Strut,4 Links,Disc - Ventilated,Disc,61.70,24,381 @ 5200 RPM,235 @ 6800 RPM,212.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1483mm x 1863mm x 4986mm,105 mm,2829 mm,1705 kg,11.14 m,1599 mm,1596 mm,-,Holden,Commodore,RS-V (5YR),ZB,60,"999,000",12,"12,000",,
2014,2014 Hyundai Accent Active RB2,"84,970km",Dealer: Used,"$13,988",Manual,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Unleaded Petrol,6.00 L / 100 km,Silver / -,1ELL595,-,KMHCT41DLEU603964,11952,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,175/70 R14,5.5x14,175/70 R14,5.5x14,,1591,4,Coil Spring;Hydraulic Double Acting Shock Absorber;MacPherson Str,Hydraulic Double Acting Shock Absorber;Torsion Bar,Disc - Ventilated,Disc,43.00,16,156 @ 4200 RPM,91 @ 6300 RPM,139.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1450mm x 1700mm x 4370mm,140 mm,2570 mm,1140 kg,10.40 m,1511 mm,1507 mm,-,Hyundai,Accent,Active,RB2,60,"999,000",12,"15,000",,
2007,2007 Toyota Camry Altise ACV40R 07 Upgrade,"162,855km",Dealer: Used,"$11,990",Automatic,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,9.90 L / 100 km,Silver / -,1CSS213,-,6T153BK400X041382,U119153,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,4,205/60 R16,6.5x16,205/60 R16,6.5x16,,2362,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Dual Link;Hydraulic Double Acting Shock,Disc - Ventilated,Disc,70.00,16,218 @ 4000 RPM,117 @ 5700 RPM,233.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1480mm x 1820mm x 4815mm,129 mm,2775 mm,1480 kg,11.80 m,1565 mm,1575 mm,-,Toyota,Camry,Altise,ACV40R 07 Upgrade,36,"100,000",9,"15,000",,
2021,2021 Volkswagen Polo 70TSI Trendline AW MY21,"23,710km",Dealer: Used,"$22,750",Auto D/SH T/Tron Spt,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"3 cyl, 1 L",Premium Unleaded Petrol,5.00 L / 100 km,White / -,1HWW379,04 Aug 2023,WVWZZZAWZMU082387,7218,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,5,185/65 R15,5.5Jx15,185/65 R15,5.5Jx15,,999,3,Coil Spring;Independent;MacPherson Strut,Coil Spring;Torsion Bar;Trailing Arm,Disc - Ventilated,Drum,40.00,12,175 @ 2000 RPM,70 @ 5000 RPM,113.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1446mm x 1751mm x 4053mm,147 mm,2548 mm,1104 kg,10.60 m,1501 mm,1521 mm,-,Volkswagen,Polo,70TSI Trendline,AW MY21,60,"999,000",12,"15,000",,
2020,2020 Mitsubishi ASX ES (2WD) XD MY20,"52,877km",Dealer: Used,"$25,290",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.60 L / 100 km,White / Black Fabric,1HBP611,31 Aug 2023,JMFXTGA2WLU008631,306221,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,225/55 R18,7x18,225/55 R18,7x18,,1999,4,Coil Spring;MacPherson Strut;Stabiliser Bar,Multi-Link System;Stabiliser Bar,Disc - Ventilated,Disc,63.00,16,197 @ 4200 RPM,110 @ 6000 RPM,176.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1640mm x 1810mm x 4365mm,205 mm,2670 mm,1380 kg,10.60 m,1545 mm,1545 mm,-,Mitsubishi,ASX,ES (2WD),XD MY20,60,"100,000",12,"15,000",,
2006,2006 Toyota Prius Hybrid NHW20R MY06 Upgrade,"193,687km",Dealer: Used,"$9,975",Continuous Variable,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.5 L",Unleaded Petrol/Electric,4.40 L / 100 km,Silver / Grey,1CRJ671,01 Aug 2023,JTDKB22UX07588141,32541051,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Daley Motors WA,"217 Railway Avenue, Kelmscott, WA",5,5,195/60 R15,6x15,195/60 R15,6x15,,1497,4,,,Disc - Ventilated,Disc,45.00,16,115 @ 4000 RPM,57 @ 5000 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1490mm x 1725mm x 4445mm,142 mm,2700 mm,1295 kg,10.20 m,1480 mm,1510 mm,-,Toyota,Prius,Hybrid,NHW20R MY06 Upgrade,36,"100,000",6,"10,000",,
2006,2006 Toyota Prius Hybrid NHW20R MY06 Upgrade,"193,687km",Dealer: Used,"$9,975",Continuous Variable,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.5 L",Unleaded Petrol/Electric,4.40 L / 100 km,Silver / Grey,1CRJ671,01 Aug 2023,JTDKB22UX07588141,32541051,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Daley Motors WA,"217 Railway Avenue, Kelmscott, WA",5,5,195/60 R15,6x15,195/60 R15,6x15,,1497,4,,,Disc - Ventilated,Disc,45.00,16,115 @ 4000 RPM,57 @ 5000 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1490mm x 1725mm x 4445mm,142 mm,2700 mm,1295 kg,10.20 m,1480 mm,1510 mm,-,Toyota,Prius,Hybrid,NHW20R MY06 Upgrade,36,"100,000",6,"10,000",,
2014,2014 Mitsubishi Outlander LS (4X4) ZJ MY14.5,"171,836km",Dealer: Used,"$16,990",Automatic,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.3 L",Diesel,5.80 L / 100 km,Red / -,1EPB885,30 May 2023,JMFXLGF6WEZ001723,00009814,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Zai Motors,"1042 Albany Highway, Saint James, WA",7,4,225/55 R18,7x18,225/55 R18,7x18,,2268,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc,60.00,16,360 @ 1500 RPM,110 @ 3500 RPM,153.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1680mm x 1800mm x 4655mm,190 mm,2670 mm,1568 kg,10.60 m,1540 mm,1540 mm,-,Mitsubishi,Outlander,LS (4X4),ZJ MY14.5,60,"130,000",12,"15,000",,
2009,2009 Honda Jazz GLI GE,"74,954km",Dealer: Used,"$10,999",Automatic,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.3 L",Unleaded Petrol,6.60 L / 100 km,Silver / -,1HWJ206,15 Aug 2023,MRHGE68509P040430,WA004878,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Auto Market WA,"4 Chokolich Street, Wangara, WA",5,5,175/65 R15,5.5x15,175/65 R15,5.5x15,,1339,4,Coil Spring;Hydraulic Double Acting Shock Absorber;MacPherson Str,Coil Spring;Hydraulic Double Acting Shock Absorber;Torsion Bar;Tr,Disc - Ventilated,Disc,42.00,16,127 @ 4800 RPM,73 @ 6000 RPM,157.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1525mm x 1695mm x 3900mm,150 mm,2500 mm,1110 kg,9.80 m,1475 mm,1492 mm,-,Honda,Jazz,GLI,GE,36,"100,000",6,"10,000",,
2013,2013 Volkswagen Golf 103 TSI Highline AU,"106,324km",Dealer: Used,"$16,885",Auto Direct Shift,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.4 L",Premium Unleaded Petrol,5.20 L / 100 km,White / Grey,1GWG652,17 Oct 2023,WVWZZZAUZDW066156,A31603,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,5,225/45 R17,7x17,225/45 R17,7x17,,1395,4,Anti Roll Bar;Coil Spring;Gas Damper;Lower Control Arm;MacPherson,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,50.00,16,250 @ 1750 RPM,103 @ 4500 RPM,121.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1491mm x 1799mm x 4349mm,142 mm,2620 mm,1265 kg,10.90 m,1510 mm,1538 mm,-,Volkswagen,Golf,103 TSI Highline,AU,36,"999,000",12,"15,000",,
2020,2020 Ford Ranger XL 3.2 (4X4) PX Mkiii MY20.25,"231,038km",Dealer: Used,"$29,850",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"5 cyl, 3.2 L",Diesel,8.70 L / 100 km,White / Black,1HEA311,02 Nov 2023,MPBUMEF50LX290741,7182,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",5,4,255/70 R16,7.0x16,255/70 R16,7.0x16,,3198,5,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,20,470 @ 1500 RPM,147 @ 3000 RPM,216.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1815mm x 1850mm x 5359mm,232 mm,3220 mm,2012 kg,12.70 m,1560 mm,1560 mm,-,Ford,Ranger,XL 3.2 (4X4),PX Mkiii MY20.25,60,"999,000",12,"15,000",,
2022,2022 Ford Ranger Sport 3.0 (4X4) PY MY22,"20,177km",Dealer: Used,"$79,788",Automatic,"Ute Tray, 4 Doors, 5 Seats",Four Wheel Drive,"6 cyl, 3 L",Diesel,8.40 L / 100 km,Blue / -,UNREG,31 Aug 2023,MNACMFF70NW235711,22001183,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,255/65 R18,7.5Jx18,255/65 R18,7.5Jx18,,2993,6,Not Sufficient Data,Not Sufficient Data,Disc - Ventilated,Disc - Ventilated,80.00,24,600 @ 1750 RPM,184 @ 3750 RPM,222.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1884mm x 1918mm x 5370mm,234 mm,3270 mm,2346 kg,0.00 m,1620 mm,1620 mm,-,Ford,Ranger,Sport 3.0 (4X4),PY MY22,60,"999,000",12,"15,000",,
