Year model,Car Spec,Kilometres,Seller type,Price,Transmission,Body type,Drive type,Engine,Fuel type,Fuel consumption,Colour ext / int,Registration,Rego expiry,VIN,Stock No,ANCAP Safety rating,Green overall rating,Dealer,Address,Seating capacity,Doors,Front tyre size,Front rim size,Rear tyre size,Rear rim size,Injection / Carburation,CC,Number of cylinders,Front suspension,Rear suspension,Front brakes,Rear brakes,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),CO2 level (g/km),Green house rating,Overall HxWxL,Ground clearance unladen,Wheelbase,Kerb weight,Turning circle,Rear track,Front track,Gross trailer weight braked,Make,Model,Variant,Series,Warranty when new (months),Warranty when new (kms),Service interval (months),Service interval (kms),Country of origin,Vehicle segment
2011,2011 Subaru Outback Gen 4 Wagon 4dr Spts Auto 4sp AWD 2.5i,"191,962km",Dealer: Used,"$11,980",Sports Automatic,-,-,-,,-,Blue / -,1HVV655,-,JF2BR9K95BG023136,3490,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,3MT True Value Auto,"667 Albany Highway, Victoria Park, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Subaru,Outback,Gen 4 Wagon 4dr Spts Auto 4sp AWD 2.5i,,,,,,,
2015,2015 Daihatsu HI - JET standard 4x4 2 door 660cc 5 spd manual,"77,373km",Dealer: Used,"$21,911",Manual,-,-,-,,-,White / -,1HTD927,-,6U9005510P0028085,2472,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Next Ride,"464 Canning Highway, Como, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Daihatsu,HI - JET,standard 4x4 2 door 660cc 5 spd manual,,,,,,,
2019,2019 Toyota Landcruiser Workmate (4X4) VDJ79R MY18,"158,272km",Dealer: Used,"$81,990",Manual,"Ute Tray, 4 Doors, 5 Seats",4x4,"8 cyl, 4.5 L",Diesel,10.70 L / 100 km,White / -,1GYW212,-,JTEBV71J40B003655,U119190,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",5,4,7.50 R16,5.5x16,7.50 R16,5.5x16,,4461,8,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring;Live Axle,Disc - Ventilated,Disc - Ventilated,130.00,32,430 @ 1200 RPM,151 @ 3400 RPM,281.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1970mm x 1790mm x 5220mm,235 mm,3180 mm,2205 kg,14.40 m,1420 mm,1515 mm,-,Toyota,Landcruiser,Workmate (4X4),VDJ79R MY18,60,"999,000",6,"10,000",,
2021,2021 Chevrolet Silverado 1500 LTZ Premium Tech Pack MY21,"20,860km",Dealer: Used,"$174,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",Four Wheel Drive,"8 cyl, 6.2 L",Unleaded Petrol,0.00 L / 100 km,White / -,1HNT883,09 Aug 2023,1GCUYGEL8MZ103156,6421,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,K.S. & Sons Motor Company,"9 Carr Place, Myaree, WA",5,4,275/60 R20 S,9Jx20,275/60 R20 S,9Jx20,,6162,8,Twin Tube Shock Absorbers,Twin Tube Shock Absorbers,Disc,Disc,91.00,32,624 @ 4100 RPM,313 @ 5600 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1915mm x 2063mm x 5885mm,235 mm,3744 mm,2540 kg,14.10 m,1728 mm,1743 mm,-,Chevrolet,Silverado,1500 LTZ Premium Tech Pack,MY21,36,"100,000",12,"12,000",,
2014,2014 Jeep Grand Cherokee Blackhawk WK MY14,"170,000km",Dealer: Used,"$22,888",Automatic,"SUV, 4 Doors, 5 Seats",4x4,"6 cyl, 3.6 L",Premium Unleaded Petrol,10.40 L / 100 km,Silver / Black,1EQB311,15 Jul 2023,1C4RJFEG7EC556485,18726,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Volkswagen Osborne Park used,"435 Scarborough Beach Road, Osborne Park, WA",5,4,265/50 R20,8.0x20,265/50 R20,8.0x20,,3604,6,Anti Roll Bar;Coil Spring;Control Arm;Gas Damper,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc - Ventilated,93.50,24,347 @ 4300 RPM,210 @ 6350 RPM,256.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1781mm x 1943mm x 4822mm,218 mm,2915 mm,2191 kg,11.60 m,1634 mm,1628 mm,-,Jeep,Grand Cherokee,Blackhawk,WK MY14,36,"100,000",6,"12,000",,
2020,2020 Toyota Landcruiser LC200 GXL (4X4) VDJ200R,"45,210km",Dealer: Used,"$109,989",Automatic,"SUV, 4 Doors, 8 Seats",4x4,"8 cyl, 4.5 L",Diesel,9.50 L / 100 km,White / Grey,1HWB759,12 Aug 2023,JTMHV01J504318314,0023466,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Melville Toyota,"Cnr North Lake Road & Leach Hwy, Melville, WA",8,4,285/65 R17,8x17,285/65 R17,8x17,,4461,8,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,4 Links;Coil Spring;Hydraulic Double Acting Shock Absorber;Panhar,Disc - Ventilated,Disc - Ventilated,138.00,32,650 @ 1600 RPM,200 @ 3400 RPM,250.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1905mm x 1970mm x 4950mm,225 mm,2850 mm,2700 kg,11.80 m,1635 mm,1640 mm,-,Toyota,Landcruiser,LC200 GXL (4X4),VDJ200R,60,"999,000",6,"10,000",,
2021,2021 Mercedes-Benz GLE 300D,"22,076km",Dealer: Used,"$119,990",Automatic,-,-,-,Diesel,-,White / -,1HWD204,-,W1N1671192A448458,303,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Carhub Automotive,"107 Guildford Road, Maylands, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Mercedes-Benz,GLE,300D,,,,,,,
2023,2023 Volkswagen T-ROC R DSG 4MOTION,"1,555km",Dealer: Demo,"$63,888",Sports Automatic Dual Clutch,-,FOUR_BY_FOUR,-,Premium Unleaded Petrol,-,Blue / Ic	Black/Titanium Black/Black,-,24 Nov 2023,WVGZZZA1ZPV647884,7647884,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Melville Volkswagen,"168 Leach Highway, Myaree, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Volkswagen,T-ROC,R DSG 4MOTION,,,,,,,
2021,2021 MG HS Excite SAS23 MY21,"50,719km",Dealer: Used,"$28,490",Auto Dual Clutch,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.5 L",Unleaded Petrol,7.30 L / 100 km,Blue / -,-,-,LSJA24U98LN017598,39950,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Youngs WA,"529 Albany Highway, Victoria Park, WA",5,4,,7.5Jx18,,7.5Jx18,,1490,4,,,,,55.00,16,250 @ 1700 RPM,119 @ 5600 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1685mm x 1876mm x 4574mm,174 mm,2720 mm,1520 kg,0.00 m,-,-,-,MG,HS,Excite,SAS23 MY21,84,"999,000",,,,
2018,2018 Volkswagen Amarok V6 TDI 550 Sportline 2H MY18,"50,213km",Dealer: Used,"$43,888",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"6 cyl, 3 L",Diesel,7.80 L / 100 km,White / -,1GQM285,27 Jun 2023,WV1ZZZ2HZJA033182,81004120,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Maddington City Used Cars,"1856 Albany Highway, Maddington, WA",5,4,255/60 R18,7x18,255/60 R18,7x18,,2967,6,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Anti Roll Bar;Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Disc - Ventilated,80.00,24,550 @ 1500 RPM,165 @ 2500 RPM,204.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1834mm x 1954mm x 5254mm,226 mm,3090 mm,2169 kg,12.95 m,1658 mm,1654 mm,-,Volkswagen,Amarok,V6 TDI 550 Sportline,2H MY18,36,"999,000",12,"15,000",,
2019,2019 Holden Trailblazer LTZ (4X4) RG MY20,"78,150km",Dealer: Used,"$44,989",Automatic,"SUV, 4 Doors, 7 Seats",4x4,"4 cyl, 2.8 L",Diesel,8.60 L / 100 km,Silver / Black,1HWN694,09 Jun 2023,MMU156MK0LH626571,0023379,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Melville Toyota,"Cnr North Lake Road & Leach Hwy, Melville, WA",7,4,265/60 R18,7.5Jx18,265/60 R18,7.5Jx18,,2776,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc - Ventilated,76.00,16,500 @ 2000 RPM,147 @ 3600 RPM,228.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1840mm x 1902mm x 4887mm,213 mm,2845 mm,2139 kg,11.80 m,1588 mm,1570 mm,-,Holden,Trailblazer,LTZ (4X4),RG MY20,60,"999,000",12,"12,000",,
2022,2022 Toyota Landcruiser 70 Series GXL VDJ76R,"27,432km",Dealer: Used,"$94,988",Manual,"SUV, 4 Doors, 5 Seats",4x4,"8 cyl, 4.5 L",Diesel,10.70 L / 100 km,Silver / -,S597CRE,-,JTEEV73J80F006433,11934,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,265/70 R16 L,7JJx16,265/70 R16 L,7JJx16,,4461,8,Anti Roll Bar;Coil Spring;Damper;Leading Arm;Rigid Axle,Damper;Leaf Spring;Rigid Axle,Disc - Ventilated,Disc - Ventilated,130.00,32,430 @ 1200 RPM,151 @ 3400 RPM,281.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1940mm x 1870mm x 4910mm,216 mm,2730 mm,2265 kg,12.60 m,1460 mm,1555 mm,-,Toyota,Landcruiser 70 Series,GXL,VDJ76R,60,"999,000",6,"10,000",,
2009,2009 Toyota Crown Majesta (ZX000604),"133,374km",Dealer: Used,"$28,888",Automatic,-,RWD,-,Unleaded Petrol,-,Black / -,-,-,6ZZ9URS2061002397,885,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Vanswest,"45-47 Walter Road West, Dianella, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Toyota,Crown,Majesta (ZX000604),,,,,,,
2023,2023 Toyota Hilux SR (4X4) GUN126R,72km,Dealer: Used,"$78,980",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,7.90 L / 100 km,White / -,1HXC723,-,MR0KA3CDX01290345,U501848,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Canning Vale Toyota,"209 Bannister Road, Canning Vale, WA",5,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2753,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,16,420 @ 1400 RPM,150 @ 3000 RPM,207.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1865mm x 1855mm x 5325mm,216 mm,3085 mm,2110 kg,11.80 m,1550 mm,1535 mm,-,Toyota,Hilux,SR (4X4),GUN126R,60,"999,000",6,"10,000",,
2022,2022 BMW 4 M440 Xdrive Gran Coupe Mhev G26,"9,205km",Dealer: Used,"$109,990",Auto Steptronic Sport,"Hatch, 4 Doors, 5 Seats",All Wheel Drive,"6 cyl, 3 L",,8.20 L / 100 km,Grey / -,1HWP006,05 Apr 2024,WBA12AW010FM36023,36199,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Barbagallo Prestige Pre-Owned,"354 Scarborough Beach Road, Osborne Park, WA",5,4,245/40 R19,8.5Jx19,255/40 R19,9.0Jx19,,2998,6,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,59.00,24,500 @ 1900 RPM,285 @ 5800 RPM,187.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1442mm x 1852mm x 4783mm,140 mm,2856 mm,1795 kg,12.00 m,1614 mm,1587 mm,-,BMW,4,M440 Xdrive Gran Coupe Mhev,G26,60,"999,000",0,0,,
2014,2014 Toyota Hilux SR5,"103,555km",Dealer: Used,"$43,878",Automatic,-,FOUR_BY_FOUR,-,Diesel,-,White / -,PH14157,17 Jun 2023,MR0FZ29G801744775,81004118,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Maddington City Used Cars,"1856 Albany Highway, Maddington, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Toyota,Hilux,SR5,,,,,,,
2021,2021 MG ZS EV Essence MY21,"16,524km",Dealer: Used,"$39,977",Automatic,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,-,Electric,0.00 L / 100 km,White / -,1HWX199,16 Aug 2023,LSJW74097MZ111060,413818,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,215/50 R17,7Jx17,215/50 R17,7Jx17,,0,,MacPherson Strut,Torsion Bar,Disc - Ventilated,Disc,0.00,0,353 @ - RPM,105 @ - RPM,0.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1640mm x 1812mm x 4320mm,161 mm,2585 mm,1532 kg,0.00 m,1526 mm,1526 mm,-,MG,ZS EV,Essence,MY21,60,"999,000",6,"10,000",,
2019,2019 Toyota Corolla,"63,326km",Dealer: Used,"$42,990",-,-,-,-,,-,Black / -,1HWY957,-,6ZZKZWE2116003318,U119132,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Scarboro Toyota,"297 Scarborough Beach Road, Osborne Park, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Toyota,Corolla,,,,,,,,
2021,2021 MG ZS EV Essence MY21,"17,371km",Dealer: Used,"$39,999",Automatic,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,-,Electric,0.00 L / 100 km,White / -,1HWX208,15 Aug 2023,LSJW74096MZ079931,413812,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,215/50 R17,7Jx17,215/50 R17,7Jx17,,0,,MacPherson Strut,Torsion Bar,Disc - Ventilated,Disc,0.00,0,353 @ - RPM,105 @ - RPM,0.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1640mm x 1812mm x 4320mm,161 mm,2585 mm,1532 kg,0.00 m,1526 mm,1526 mm,-,MG,ZS EV,Essence,MY21,60,"999,000",6,"10,000",,
2009,2009 Toyota Crown URS206 MAJESTA (ZX000639),"89,187km",Dealer: Used,"$29,990",Automatic,-,RWD,-,Unleaded Petrol,-,White / -,-,-,6ZZ9URS2061000608,943,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Vanswest,"45-47 Walter Road West, Dianella, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Toyota,Crown,URS206 MAJESTA (ZX000639),,,,,,,
2021,2021 Toyota Landcruiser LC200 GXL (4X4) VDJ200R,"64,400km",Dealer: Used,"$112,000",Automatic,"SUV, 4 Doors, 8 Seats",4x4,"8 cyl, 4.5 L",Diesel,9.50 L / 100 km,Grey / -,1HFT356,25 Sep 2023,JTMHV01J904329980,43770,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Purely commercials Bibra Lake,"3 Salpietro Street, Bibra Lake, WA",8,4,285/65 R17,8x17,285/65 R17,8x17,,4461,8,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,4 Links;Coil Spring;Hydraulic Double Acting Shock Absorber;Panhar,Disc - Ventilated,Disc - Ventilated,138.00,32,650 @ 1600 RPM,200 @ 3400 RPM,250.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1905mm x 1970mm x 4950mm,225 mm,2850 mm,2700 kg,11.80 m,1635 mm,1640 mm,-,Toyota,Landcruiser,LC200 GXL (4X4),VDJ200R,60,"999,000",6,"10,000",,
2021,2021 Audi Q5 40 TDI Quattro Launch ED Mhev FY MY21,"21,898km",Dealer: Used,"$68,990",Auto S-Tronic,"SUV, 4 Doors, 5 Seats",All Wheel Drive,"4 cyl, 2 L",Diesel/Electric,5.40 L / 100 km,Blue / Black,1HLV582,-,WAUZZZFY6M2065067,54242,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Auto Classic,"48 Burswood Road, Burswood, WA",5,4,235/45 R20,8Jx20,235/45 R20,8Jx20,,1968,4,Anti Roll Bar;Coil Spring;Multi-Link System,Anti Roll Bar;Coil Spring;Multi-Link System,Disc - Ventilated,Disc - Ventilated,65.00,16,400 @ 1750 RPM,150 @ 3800 RPM,143.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1657mm x 1898mm x 4663mm,197 mm,2832 mm,1880 kg,11.70 m,1626 mm,1622 mm,-,Audi,Q5,40 TDI Quattro Launch ED Mhev,FY MY21,36,"999,000",12,"15,000",,
2006,2006 Hyundai Sonata Elite NF,"152,349km",Dealer: Used,"$7,990",Sequential Auto,"Sedan, 4 Doors, 5 Seats",Front Wheel Drive,"6 cyl, 3.3 L",Unleaded Petrol,10.10 L / 100 km,Grey / -,1CGM775,20 Jun 2023,KMHEU41FR6A231324,9875,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Aberdeen Auto Auctions,"527 Newcastle Street, West Perth, WA",5,4,225/50 R17,6.5x17,225/50 R17,6.5x17,,3342,6,,,Disc - Ventilated,Disc,70.00,24,304 @ 3500 RPM,173 @ 6000 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1475mm x 1832mm x 4800mm,160 mm,2730 mm,1590 kg,10.90 m,1550 mm,1565 mm,-,Hyundai,Sonata,Elite,NF,60,"130,000",12,"15,000",,
2021,2021 Toyota GR Yaris Rallye Gxpa16R,"9,596km",Dealer: Used,"$62,168",Manual,"HATCH, 3 Doors, 4 Seats",All Wheel Drive,"3 cyl, 1.6 L",Premium Unleaded Petrol,7.60 L / 100 km,White / Black/Leather,1FBN473,21 Jan 2024,JTDAF4E350A010174,22001147,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,CarPlace,"7 Sobek Pass, Bibra Lake, WA",4,3,225/40 R18,8Jx18,225/40 R18,8Jx18,,1618,3,MacPherson Strut,Trailing Double Wishbone,Disc - Ventilated,Disc - Ventilated,50.00,12,370 @ 3000 RPM,200 @ 6500 RPM,172.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1455mm x 1805mm x 3995mm,124 mm,2560 mm,1280 kg,0.00 m,1565 mm,1535 mm,-,Toyota,GR Yaris,Rallye,Gxpa16R,60,"999,000",6,"10,000",,
2018,2018 Isuzu D-MAX SX HI-Ride (4X2) TF MY17,"129,393km",Dealer: Used,"$32,688",Automatic,"Ute Tray, 4 Doors, 5 Seats",Rear Wheel Drive,"4 cyl, 3 L",Diesel,7.70 L / 100 km,Grey / -,939XZZ,-,MPATFS85JHT016812,22000799,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,245/70 R16,7x16,245/70 R16,7x16,,2999,4,Coil Spring;Double Wishbone;Gas Damper;Independent;Stabiliser Bar,Gas Damper;Semi Elliptic Leaf Spring,Disc - Ventilated,Drum,76.00,16,430 @ 1800 RPM,130 @ 3600 RPM,203.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1785mm x 1860mm x 5020mm,225 mm,3095 mm,1720 kg,12.60 m,1570 mm,1570 mm,-,Isuzu,D-MAX,SX HI-Ride (4X2),TF MY17,60,"130,000",6,"10,000",,
1993,1993 Ford Falcon 1993 FORD FALCON GLi EBII 4D SEDAN 4.0L INLINE 6 4 SP AUTOMA,"176,698km",Dealer: Used,"$5,980",Automatic,-,-,-,,-,Gold / -,1HAE788,-,6FPAAAJGSWPB93079,3594,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,3MT True Value Auto,"667 Albany Highway, Victoria Park, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Ford,Falcon,1993 FORD FALCON GLi EBII 4D SEDAN 4.0L INLINE 6 4 SP AUTOMA,,,,,,,
